X,Y,OBJECTID,NAME_OF_DISTRICT_COUNCIL_DISTRI,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DIST_1,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DIST_2,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH
12713332.7261528,2563065.91556742,576,Tai Po,Centra Horizon,18 Chong San Road,大埔區,海日灣II,創新路18號,大埔区,海日湾II,创新路18号,0,6,0,0,0,0,0,0,0,-,-
12709952.5098149,2565384.22006372,577,Tai Po,Wang Fuk Car Park,"Kwong Wang St, Tai Po",大埔區,宏褔停車場,大埔廣宏街,大埔区,宏褔停车场,大埔广宏街,0,12,0,0,0,0,0,0,0,-,-
12713932.0702913,2562807.59670183,578,ShaTin,Science Park Car Park P2,"10 Science and Technology East Ave, Tai Po",沙田區,科學園停車場 P2,科技大道東10號,沙田区,科学园停车场 P2,科技大道东10号,0,4,0,0,2,4,20,0,0,-,-
12711581.4479237,2557516.36991998,579,ShaTin,Shatin Centre,"2-16 Wang Pok Street, Shatin",沙田區,沙田中心,沙田橫壆街2-16號,沙田区,沙田中心,沙田横壆街2-16号,0,3,0,0,0,0,0,0,0,-,-
12711959.0436365,2559279.68550856,580,ShaTin,Shatin Galleria,"18 – 24 Shan Mei Street, Fo Tan",沙田區,沙田商業中心,火炭山尾街18-24號,沙田区,沙田商业中心,火炭山尾街18-24号,2,0,0,10,0,0,0,0,0,Tesla Wall Connector,-
12711237.1367387,2557900.53681499,581,ShaTin,Shatin Government Offices,"1 sheung wo che road, shatin",沙田區,沙田政府合署,沙田上禾輋路1號,沙田区,沙田政府合署,沙田上禾輋路1号,0,74,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12716216.9028398,2562368.52400202,582,ShaTin,MOS Town (Phase 3),"On Shing Street, Ma On Shan",沙田區,新港城3期,馬鞍山鞍誠街,沙田区,新港城3期,马鞍山鞍诚街,1,0,0,0,0,0,0,0,0,-,-
12716226.253677,2562529.77289412,583,ShaTin,MOSTown Phase 4,"18 On Luk Street, Ma On Shan",沙田區,新港城中心4期,馬鞍山鞍祿街18號,沙田区,新港城中心4期,马鞍山鞍禄街18号,0,16,0,0,0,8,0,0,0,-,-
12711521.2240792,2557672.03410263,584,ShaTin,Shatin Plaza,"20 Sha Tin Centre St, Sha Tin",沙田區,沙田廣場,沙田沙田正街20號,沙田区,沙田广场,沙田沙田正街20号,1,0,0,0,0,0,0,0,0,-,-
12712788.8191208,2559624.64094043,585,ShaTin,Plaza Ascot,Lok Shun Path,沙田區,駿景廣場,火炭樂信徑,沙田区,骏景广场,火炭乐信径,0,0,0,0,0,0,3,0,0,-,-
12710472.1491979,2556435.54899662,586,ShaTin,The Wai Car Park,"18 Che Kung Miu Road，New Territories, Hong Kong. ",沙田區,圍方停車場,香港新界大圍車公廟路18號 ,沙田区,围方停车场,香港新界大围车公庙路18号,0,0,0,0,0,0,18,0,0,-,-
12711504.4148361,2557463.27829061,587,ShaTin,NEW TOWN PLAZA PHASE I,"SHATIN CENTRE STREET, SHATIN",沙田區,新城市廣場(第一期),沙田 沙田正街,沙田区,新城市广场(第一期),沙田 沙田正街,0,0,0,0,0,0,1,0,6,-,-
12711333.0941397,2557151.59409162,588,ShaTin,New Town Plaza Phase III,"SHATIN CENTRE STREET, SHATIN",沙田區,新城市廣場(第三期),沙田 沙田正街,沙田区,新城市广场(第三期),沙田 沙田正街,2,0,0,0,0,0,2,0,0,-,-
12716378.3161015,2562746.41967161,589,ShaTin,MA ON SHAN CENTRE,"ON CHUN STREET, SHATIN",沙田區,馬鞍山中心,沙田 鞍駿街,沙田区,马鞍山中心,沙田 鞍骏街,2,4,0,0,0,0,0,0,0,-,-
12711386.9727733,2557214.07493211,590,ShaTin,ROYAL PARK HOTEL & NEW TOWN TOWER,"PAK HOK TING STREET, SHATIN",沙田區,帝都酒店,沙田 白鶴汀街,沙田区,帝都酒店,沙田 白鹤汀街,0,0,0,0,0,0,0,0,3,Tesla Wall Connector,-
12712312.3717002,2557451.48017361,591,ShaTin,Regal Riverside Hotel,"34-36, Tai Chung Kiu Rd, Sha Tin",沙田區,麗豪酒店,沙田大涌橋路34-36號,沙田区,丽豪酒店,沙田大涌桥路34-36号,0,3,0,0,0,0,1,0,3,Tesla Wall Connector,-
12711325.4130949,2557891.38701526,592,ShaTin,GRAND CENTRAL PLAZA,"SHATIN RURAL COMMITTEE ROAD, SHATIN",沙田區,新城市中央廣場,沙田 沙田鄉事會路,沙田区,新城市中央广场,沙田 沙田乡事会路,1,0,0,0,0,0,0,0,0,-,-
12713359.5541501,2558442.55097551,593,ShaTin,Heung Yee Kuk N.T.,6 On Lai Street,沙田區,新界鄉議局大樓,沙田安麗街6號,沙田区,新界乡议局大楼,沙田安丽街6号,0,0,0,0,1,1,1,0,0,-,-
12712378.2728388,2556409.06506415,594,ShaTin,Shui Chuen O Capark,"Shui Chuen O Plaza, 1 Pok Chuen Street, Shatin",沙田區,水泉澳停車場,沙田博泉街1號水泉澳廣場,沙田区,水泉澳停车场,沙田博泉街1号水泉澳广场,15,5,0,0,0,0,0,0,0,-,-
12717428.2815386,2563367.9549955,595,ShaTin,Double Cove,"SAI SHA ROAD, SHATIN",沙田區,迎海,沙田 西沙路,沙田区,迎海,沙田 西沙路,0,3,0,0,0,0,0,0,0,-,-
12713192.5749139,2557175.31029843,596,ShaTin,Yuen Chau Kok Complex,"35 Ngan Shing Street, Sha Tin",沙田區,圓州角綜合大樓,沙田銀城街35號,沙田区,圆州角综合大楼,沙田银城街35号,1,10,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12715348.1655337,2561313.03847268,597,ShaTin,We Go Mall,"PO TAI STREET, SHATIN",沙田區,We Go Mall,沙田 保泰街,沙田区,We Go Mall,沙田 保泰街,0,0,0,0,0,0,0,0,4,Tesla Wall Connector,-
12713415.547854,2558461.09197457,598,ShaTin,Courtyard by Marriott Hong Kong ShaTin,1 On Ping Street,沙田區,香港沙田萬怡酒店,沙田安平街1號,沙田区,香港沙田万怡酒店,沙田安平街1号,0,3,0,0,0,0,0,0,0,Tesla Wall Connector,-
12713643.8641296,2557971.56832494,599,ShaTin,Shek Mun Estate Phase 2 Car park,"Shek Mun Estate, 18 On Muk St, Shatin",沙田區,碩門邨二期停車場,沙田石門安睦街18號,沙田区,硕门邨二期停车场,沙田石门安睦街18号,7,0,0,0,0,0,0,0,0,-,-
12715900.087569,2562882.62316852,600,ShaTin,Ma On Shan Swimming Pool,"33 On Chun Street, Ma On Shan, Sha Tin",沙田區,馬鞍山游泳池,馬鞍山鞍駿街33號,沙田区,马鞍山游泳池,马鞍山鞍骏街33号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12713357.3277603,2558056.44535479,601,ShaTin,Siu Lek Yuen Road Playground,"No. 1 Siu Lek Yuen Road, Sha Tin",沙田區,小瀝源路遊樂場,沙田小瀝源路1號,沙田区,小沥源路游乐场,沙田小沥源路1号,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12712271.8514056,2558050.18490669,602,ShaTin,Sha Tin Sports Ground & Yuen Wo Playground Car Park,"18 Yuen Wo Road, Sha Tin, N.T.",沙田區,沙田運動場 & 源禾遊樂場停車場,沙田源禾路18號,沙田区,沙田运动场 & 源禾游乐场停车场,沙田源禾路18号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12710100.6760572,2556138.69058494,603,ShaTin,FESTIVAL CITY PHASE I-III,"MEI TIN ROAD, SHATIN",沙田區,名城,沙田 美田路,沙田区,名城,沙田 美田路,0,2,0,0,0,0,0,0,0,-,-
12713944.3154353,2561308.94430596,604,ShaTin,CUHK Medical Centre,"9 Chak Cheung St, Ma Liu Shui",沙田區,香港中文大學醫院,馬料水澤祥街9號,沙田区,香港中文大学医院,马料水泽祥街9号,113,30,0,0,0,0,0,0,0,-,-
12715812.5904493,2562141.88703774,605,ShaTin,Ma On Shan Sports Ground,"No. 1 Hang Hong Street, Ma On Shan, Sha Tin",沙田區,馬鞍山運動場,馬鞍山恆康街1號,沙田区,马鞍山运动场,马鞍山恒康街1号,0,15,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12711567.3103484,2559539.51515221,606,ShaTin,Chun Yeung Shopping Centre Car Park,"Chun Yeung Shopping Centre, 20 Kwei Tei Street, Fo Tan, N.T.",沙田區,駿洋商場停車場,火炭桂地街20號駿洋商場,沙田区,骏洋商场停车场,火炭桂地街20号骏洋商场,55,0,0,0,0,0,0,0,0,-,-
12715473.1773218,2561640.33421898,607,ShaTin,Kam Fai Court,"13 Hang Kin Street, Ma on Shan",沙田區,錦暉苑,馬鞍山恆健街13號,沙田区,锦晖苑,马鞍山恒健街13号,2,0,0,0,0,0,0,0,0,-,-
12715343.935393,2560640.88605209,608,ShaTin,Kam Chun Court,"150 Ma On Shan Rd, Ma On Shan",沙田區,錦駿苑,馬鞍山馬鞍山路150號,沙田区,锦骏苑,马鞍山马鞍山路150号,5,5,0,0,0,0,0,0,0,-,-
12715450.0228677,2561214.17666813,609,ShaTin,YAN ON ESTATE,"Yan On Estate, Shatin, New Territories",沙田區,欣安邨,"欣安邨, 沙田區, 新界",沙田区,欣安邨,"欣安邨, 沙田区, 新界",5,10,0,0,0,0,0,0,0,-,-
12713347.1976866,2558304.81848225,610,ShaTin,Yu Tak Court,"29 On Muk St, Sha Tin",沙田區,愉德苑,沙田安睦街29號,沙田区,愉德苑,沙田安睦街29号,0,3,0,0,0,0,0,0,0,-,-
12713927.2835532,2561055.34875603,611,ShaTin,"Hyatt Regency Hong Kong , Sha Tin","CHAK CHEUNG STREET, SHATIN",沙田區,香港凱悅酒店-沙田,沙田 澤祥街,沙田区,香港凯悦酒店-沙田,沙田 泽祥街,0,6,0,0,0,4,0,0,45,Tesla Supercharger,-
12713621.3775925,2557640.97338452,612,ShaTin,Alva Hotel by Royal,YUEN HONG STREET,沙田區,帝逸酒店,源康街,沙田区,帝逸酒店,源康街,0,0,0,1,0,0,0,0,0,-,-
12711165.8922646,2556017.22813611,613,ShaTin,SUN TIN WAI ESTATE,"SHA TIN TAU ROAD, SHATIN",沙田區,新田圍邨,沙田 沙田頭路,沙田区,新田围邨,沙田 沙田头路,0,0,0,5,0,0,0,0,0,Tesla Wall Connector,-
12709625.3418315,2555293.40723693,614,ShaTin,Hin Keng Car Park,"Hin Keng Shopping Centre, 69 Che Kung Miu Road, Tai Wai, Sha Tin, New Territories",沙田區,顯徑停車場,新界沙田大圍車公廟道69號顯徑商場,沙田区,显径停车场,新界沙田大围车公庙道69号显径商场,0,9,0,6,0,4,0,0,4,Tesla Wall Connector / Supercharger,-
12711536.3635299,2557336.99071468,615,ShaTin,Sha Tin Town Hall Carpark,"Yuen Wo Road No1 ,Sha Tin",沙田區,沙田大會堂停車場, 沙田源禾路1號 ,沙田区,沙田大会堂停车场, 沙田源禾路1号,0,5,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12713183.6693547,2557485.06871223,616,ShaTin,Yu Chui Shopping Centre,"Chui Yan St, Sha Tin",沙田區,愉翠商場,沙田翠欣街,沙田区,愉翠商场,沙田翠欣街,0,12,0,6,0,6,0,0,8,Tesla Wall Connector / Supercharger,-
12711991.7715668,2557653.6143675,617,ShaTin,Sha Tin Jockey Club Swimming Pool and Yuen Wo Road Sports Centre,"10 Yuen Wo Road, Sha Tin, N.T.",沙田區,沙田賽馬會游泳池及源禾路體育館,沙田源禾路10號,沙田区,沙田赛马会游泳池及源禾路体育馆,沙田源禾路10号,0,6,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12711057.801039,2556893.36650011,618,ShaTin,Hong Kong Heritage Museum Carpark,"Hong Kong Heritage Museum Carpark,  Sha Tin, NT",沙田區,香港文化博物館停車場,沙田香港文化博物館停車場,沙田区,香港文化博物馆停车场,沙田香港文化博物馆停车场,0,11,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12713216.7312434,2563321.46850809,619,Tai Po,St. Martin,"12 Fo Chun Rd, Pak Shek Kok",大埔區,雲滙,天賦海灣科進路12號,大埔区,云汇,天赋海湾科进路12号,0,4,0,0,0,1,0,0,0,-,-
12716027.4370665,2562026.28169275,620,ShaTin,Yiu On Shopping Centre,"2 Hang Hong St, Ma On Shan",沙田區,耀安商場,馬鞍山恆康街2號,沙田区,耀安商场,马鞍山恒康街2号,0,9,0,0,0,6,0,0,0,-,-
12714056.4141625,2562561.20396457,621,ShaTin,Hong Kong Science Park (Car Park 1),"3 Science Park W Ave, Science Park",沙田區,香港科學園 (1號車場),科學園科技大道西3號 停車場,沙田区,香港科学园 (1号车场),科学园科技大道西3号 停车场,18,35,0,0,0,0,57,0,0,-,-
12713736.8159044,2562896.71324878,622,ShaTin,Hong Kong Science Park (Car Park 3),"12 Science Park W Ave, Science Park",沙田區,香港科學園 (3號車場),科學園科技大道西12號,沙田区,香港科学园 (3号车场),科学园科技大道西12号,340,6,0,0,0,0,4,0,0,-,-
12713625.2737747,2562968.97025719,623,ShaTin,Hong Kong Science Park (Car Park 4),"16 Science Park W Ave, Science Park",沙田區,香港科學園 (4號車場),科學園科技大道西16號,沙田区,香港科学园 (4号车场),科学园科技大道西16号,182,59,0,0,0,0,6,0,0,-,-
12712141.1623234,2558108.21453456,624,ShaTin,Wo Che Car Park S,"3 Tak Hau St, Sha Tin",沙田區,禾輋S停車場,沙田德厚街3號,沙田区,禾輋S停车场,沙田德厚街3号,0,17,0,0,0,0,0,0,0,-,-
12712085.502578,2558879.59427269,625,ShaTin,SUI WO COURT,"SUI WO ROAD, SHATIN",沙田區,穗禾苑,沙田 穗禾路,沙田区,穗禾苑,沙田 穗禾路,0,0,0,0,0,0,0,0,6,Tesla Supercharger,-
12715636.3716953,2562134.42083507,626,ShaTin,Chung On Car Park,"632, Sai Sha Road, Ma On Shan",沙田區,頌安停車場,馬鞍山西沙路632號,沙田区,颂安停车场,马鞍山西沙路632号,0,54,0,0,0,0,0,0,22,-,-
12716282.5813394,2562814.09978514,627,ShaTin,Ma On Shan Plaza,"On Chun St, Ma On Shan",沙田區,馬鞍山廣場,馬鞍山鞍駿街,沙田区,马鞍山广场,马鞍山鞍骏街,0,4,0,0,0,4,0,0,0,-,-
12714249.8874375,2557696.59378098,628,ShaTin,Greenhill Villa,"63 Siu Lek Yuen Road, Siu Lek Yuen",沙田區,綠怡雅苑,小瀝源小瀝源路63號,沙田区,绿怡雅苑,小沥源小沥源路63号,93,0,0,0,0,0,0,0,0,-,-
12715179.7391441,2560982.25711512,629,ShaTin,Mountain Shore,"8 Yuk Tai St, Ma On Shan",沙田區,曉峰灣畔,馬鞍山沃泰街8號,沙田区,晓峰湾畔,马鞍山沃泰街8号,0,10,0,0,0,0,0,0,0,-,-
12716364.4011651,2562202.5801638,630,ShaTin,Park Belvedere,"MA ON SHAN ROAD, SHATIN",沙田區,雅景臺,沙田 馬鞍山路,沙田区,雅景台,沙田 马鞍山路,1,7,0,0,0,0,0,0,0,-,-
12713053.8708284,2557759.55821892,631,ShaTin,Sunshine Grove,"TAK YI STREET, SHATIN",沙田區,晴碧花園,沙田 得怡街,沙田区,晴碧花园,沙田 得怡街,0,1,0,0,0,0,0,0,0,-,-
12715219.5915218,2560757.44512401,632,ShaTin,MOS Café,"MOS Café, 23 Hang Tai Road, Ma On Shan",沙田區,鞍山茶座,新界馬鞍山恆泰路23號,沙田区,鞍山茶座,新界马鞍山恒泰路23号,0,0,0,0,0,6,0,0,0,-,-
12715818.0451043,2561619.62215706,633,ShaTin,Heng On Car Park,"Heng On Commercial Centre, 1 Hang Kam Street, Ma On Shan, Sha Tin, New Territories",沙田區,恆安停車場,新界沙田馬鞍山恆錦街1號恆安商場,沙田区,恒安停车场,新界沙田马鞍山恒锦街1号恒安商场,0,22,0,0,0,0,0,0,0,-,-
12712013.8128259,2556982.33117428,634,ShaTin,Sha Kok Car Park 2,"Sha Kok Commercial Centre, 5 Sha Kok Street, Sha Tin,  New Territories",沙田區,沙角2號停車場,新界沙田沙角街5號沙角商場,沙田区,沙角2号停车场,新界沙田沙角街5号沙角商场,0,10,0,0,0,0,0,0,0,-,-
12709721.410552,2554833.10566428,635,ShaTin,Ka Tin Car Park,"Ka Tin Court Car Park, 2-8 Hin Tin Street, Tai Wai,  Sha Tin, New Territories",沙田區,嘉田停車場,新界沙田大圍顯田街2-8號嘉田苑停車場,沙田区,嘉田停车场,新界沙田大围显田街2-8号嘉田苑停车场,0,3,0,0,0,0,0,0,0,-,-
12716648.4885056,2562282.42086153,636,ShaTin,KAM YING COURT,"MA ON SHAN ROAD, SHATIN",沙田區,錦英苑,沙田 馬鞍山路,沙田区,锦英苑,沙田 马鞍山路,0,0,0,0,0,2,0,0,0,-,-
12714429.5570956,2557364.07805543,637,ShaTin,Kwong Yuen Shopping Centre,"Kwong Yuen Shopping Centre 68 Siu Lek Yuen Road Sha Tin, New Territories",沙田區,廣源商場,新界沙田小瀝源路68號,沙田区,广源商场,新界沙田小沥源路68号,0,57,0,0,0,0,0,0,0,-,-
12711999.6752506,2559433.07842495,638,ShaTin,Harry Industrial Building,49 Au Pui Wan Street Fo Tan,沙田區,火炭協力工業大廈,火炭坳背灣街49號協力工業大廈,沙田区,火炭协力工业大厦,火炭坳背湾街49号协力工业大厦,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-
12712986.9678144,2558079.32008892,639,ShaTin,Fortune City One Plus Car Park,"1-2 Ngan Shing Street, Shatin, NT",沙田區,置富第一城-樂薈停車場,新界沙田銀城街1-2號,沙田区,置富第一城-乐荟停车场,新界沙田银城街1-2号,0,2,0,0,0,2,0,0,0,-,-
12710349.4751191,2555777.31530105,640,ShaTin,Lung Hang A Car Park,"Lung Hang Commercial Centre, 1 Tin Sam Street, Tai Wai, Sha Tin, New Territories",沙田區,隆亨A停車場,新界沙田大圍田心街1號隆亨商場,沙田区,隆亨A停车场,新界沙田大围田心街1号隆亨商场,0,3,0,0,0,0,0,0,0,-,-
12713275.0626566,2557202.87892621,641,ShaTin,Yu Chui Car Park B,"Yu Chui Shopping Centre, 2 Ngau Pei Sha Street, Siu Lek Yuen, Sha Tin, New Territories",沙田區,愉翠B停車場,新界沙田小瀝源牛皮沙街2號愉翠商場,沙田区,愉翠B停车场,新界沙田小沥源牛皮沙街2号愉翠商场,0,22,0,0,0,12,0,0,0,-,-
12715661.0846223,2561633.47033516,642,ShaTin,Kam On Carpark,"20 Hang Kam St, Ma On Shan",沙田區,錦鞍停車場,馬鞍山恆錦街20號,沙田区,锦鞍停车场,马鞍山恒锦街20号,0,24,0,0,0,0,0,0,0,-,-
12709955.4041217,2556975.58958567,643,ShaTin,Mei Lam Car Park,"Mei Lam Commercial Centre, 30 Mei Tin Road, Tai Wai, Sha Tin, New Territories",沙田區,美林停車場,新界沙田大圍美田路30號美林商場,沙田区,美林停车场,新界沙田大围美田路30号美林商场,0,18,0,0,0,0,0,0,0,-,-
12712742.1762542,2556783.93698726,644,ShaTin,St. Michel,33 To Shek Street,沙田區,瓏珀山,多石街33號,沙田区,珑珀山,多石街33号,0,1,0,0,0,2,0,0,0,-,-
12712371.5936693,2559230.20033856,645,ShaTin,"G/F, Hopeful Factory Centre",7-11 Au Pui Wan Street,沙田區,海輝工業中心地下,坳背灣街7-11號,沙田区,海辉工业中心地下,坳背湾街7-11号,0,0,0,0,0,6,0,0,0,-,-
12710765.6986952,2556104.38247004,646,ShaTin,Sun Chui Car Park,"Sun Chui Shopping Centre, 2 Chui Tin Street, Tai Wai, Sha Tin, New Territories",沙田區,新翠停車場,新界沙田大圍翠田街2號新翠商場,沙田区,新翠停车场,新界沙田大围翠田街2号新翠商场,0,18,0,0,0,0,0,0,0,-,-
12693487.3552512,2564698.05320967,647,Yuen Long,Fu Shing Building,"9 Sai Ching Street, Yuen Long",元朗區,富盛大廈,元朗西菁街9號,元朗区,富盛大厦,元朗西菁街9号,0,0,0,0,0,0,3,0,0,-,-
12690771.0483563,2565425.65354422,648,Yuen Long,Tin Shing Car Park A,"Tin Shing Shopping Centre, 3 Tin Ching Street, Tin Shui Wai, Yuen Long, New Territories",元朗區,天盛A停車場,新界元朗天水圍天靖街3號天盛商場,元朗区,天盛A停车场,新界元朗天水围天靖街3号天盛商场,0,47,0,6,1,1,1,0,4,-,-
12693922.5031407,2565048.66083675,649,Yuen Long,Golden Plaza,"28 Shui Che Kwun Street, Yuen Long",元朗區,萬金中心,元朗水車館街28號,元朗区,万金中心,元朗水车馆街28号,0,2,0,0,0,2,0,0,0,-,-
12692866.74909,2565229.20676187,650,Yuen Long,Ping Wui Centre,"13 – 17 Ping Wui Street,",元朗區,屏會中心,元朗屏會街13 – 17號,元朗区,屏会中心,元朗屏会街13 – 17号,2,0,0,0,0,0,0,0,0,-,-
12692837.9173419,2564516.79038597,651,Yuen Long,Springdale Villas,"80 Ma Tin Road, Yuen Long",元朗區,御庭居,元朗馬田路80號,元朗区,御庭居,元朗马田路80号,2,0,0,0,0,0,0,0,3,Tesla Supercharger,-
12692648.785527,2565103.9445385,652,Yuen Long,Shui Pin Wai Estate,"Shui Pin Wai Road, Yuen Long, N. T.",元朗區,水邊圍邨,新界元朗水邊圍邨,元朗区,水边围邨,新界元朗水边围邨,0,1,0,0,1,1,1,0,0,-,-
12690932.3502985,2567955.33818156,653,Yuen Long,Hong Kong Wetland Park Car Park,"Wetland Park Road, Tin Shui Wai, NT",元朗區,香港濕地公園停車場,新界 天水圍 濕地公園路,元朗区,香港湿地公园停车场,新界 天水围 湿地公园路,0,2,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12694608.1198845,2564945.44099439,654,Yuen Long,"Yoho Mall I Zone A, B  I A, B ","9 Yuen Lung St, Yuen Long",元朗區,"形點 I (A, B區)",元朗元龍街9號,元朗区,"形点 I (A, B区)",元朗元龙街9号,2,0,0,0,0,0,2,0,4,-,-
12694527.1906147,2564978.92414058,655,Yuen Long,"Yoho Mall I Zone C, D  I C, D ","9 Long Yat Road, Yuen Long",元朗區,"形點 I (C, D區)",元朗朗日路9號,元朗区,"形点 I (C, D区)",元朗朗日路9号,0,0,0,3,0,0,0,0,3,Tesla Wall Connector / Supercharger,-
12694350.6379023,2565212.46492956,656,Yuen Long,Yoho Mall II,"8 Long Yat Rd, Yuen Long",元朗區,形點 II,元朗朗日路8號,元朗区,形点 II,元朗朗日路8号,2,0,0,0,0,0,2,0,0,-,-
12690276.9011367,2564115.85123148,657,Yuen Long,Hung Fuk Estate Carpark ,"Hung Fuk Shopping Centre Management Office, G/F, Ancillary Facilities Block, Hung Fuk Estate, Hung Shui Kiu, Yuen Long",元朗區,洪福邨停車場,元朗洪水橋洪福邨服務設施大樓地下洪福商場管理處,元朗区,洪福邨停车场,元朗洪水桥洪福邨服务设施大楼地下洪福商场管理处,3,0,0,0,0,0,0,0,0,-,-
12693008.3474823,2564097.3039636,658,Yuen Long,Park Signature,"KUNG UM ROAD, YUEN LONG",元朗區,溱柏,元朗 公庵路,元朗区,溱柏,元朗 公庵路,0,3,0,0,0,0,0,0,2,Tesla Wall Connector,-
12693620.3820427,2565277.86657118,659,Yuen Long,Long Ching Estate,"Long Ching Estate, Yuen Long, New Territories",元朗區,朗晴邨,"朗晴邨, 元朗區, 新界",元朗区,朗晴邨,"朗晴邨, 元朗区, 新界",1,0,0,0,0,0,0,0,0,-,-
12695473.6289254,2564720.69614575,660,Yuen Long,Long Shin Estate,"Long Shin Estate, Yuen Long, New Territories",元朗區,朗善邨,"朗善邨, 元朗區, 新界",元朗区,朗善邨,"朗善邨, 元朗区, 新界",4,0,0,0,0,0,0,0,0,-,-
12693081.7070267,2565058.53721449,661,Yuen Long,Yuen Long Plaza,"251 Castle Peak Road, Yuen Long",元朗區,元朗廣場,元朗青山公路251號,元朗区,元朗广场,元朗青山公路251号,2,0,0,0,0,0,2,0,0,-,-
12690903.1845919,2565142.84799385,662,Yuen Long,Ping Yan Carpark,"Ping Yan Court, 65 Ping Ha Street, Tin Shui Wai, N.T.",元朗區,屏欣停車場,新界天水圍屏夏路65號屏欣苑,元朗区,屏欣停车场,新界天水围屏夏路65号屏欣苑,4,0,0,0,0,0,0,0,0,-,-
12690685.2210289,2567204.4994407,663,Yuen Long,Tin Ching Estate (Amenity & Community Building),"Tin Ching Estate (Amenity & Community Building), Yuen Long, New Territories",元朗區,天晴邨（服務設施大樓）,"天晴邨（服務設施大樓）, 元朗區, 新界",元朗区,天晴邨（服务设施大楼）,"天晴邨（服务设施大楼）, 元朗区, 新界",5,0,0,0,0,0,0,0,0,-,-
12689923.4617534,2566643.16926037,664,Yuen Long,Tin Shui Wai Hospital,"TIN TAN STREET, YUEN LONG",元朗區,天水圍醫院,元朗 天壇街,元朗区,天水围医院,元朗 天坛街,2,0,0,0,0,0,0,0,0,-,-
12692769.455855,2564598.3283032,665,Yuen Long,Yuen Long Swimming Pool,"10 Tai Yuk Road, Yuen Long, N.T.",元朗區,元朗游泳池,元朗體育路10號,元朗区,元朗游泳池,元朗体育路10号,0,17,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12691196.5114501,2566246.39489104,666,Yuen Long,Tin Shui Wai Swimming Pool,"1 Tin Pak Road, Tin Shui Wai, N.T.",元朗區,天水圍泳池,天水圍天柏路1號,元朗区,天水围泳池,天水围天柏路1号,0,11,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12690876.8018726,2566099.08245995,667,Yuen Long,Tin Shui Wai Sports Ground,"2 Tin Shui Rd, Tin Shui Wai, N.T.",元朗區,天水圍運動場,天水圍天瑞路2號,元朗区,天水围运动场,天水围天瑞路2号,0,18,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12691166.7891461,2567310.14244553,668,Yuen Long,Tin Yip Road Park,"Tin Yip Road, Tin Shui Wai, N.T.",元朗區,天業路公園,新界天水圍天業路,元朗区,天业路公园,新界天水围天业路,0,12,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12694101.9501598,2564802.71682537,669,Yuen Long,Fung Kam Street Sports Centre,"20 Fung Yau Street North, Yuen Long",元朗區,鳳琴街體育館,元朗鳳攸北街20號,元朗区,凤琴街体育馆,元朗凤攸北街20号,0,17,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12696278.8028023,2565782.53978429,670,Yuen Long,Park Yoho Car Park Phase 1B,"18 Castle Peak Rd - Tam Mei, Kam Tin",元朗區,Park Yoho Car Park Phase 1B,錦田青山公路 - 潭尾段18號,元朗区,Park Yoho Car Park Phase 1B,锦田青山公路 - 潭尾段18号,0,2,0,0,0,0,0,0,0,-,-
