X,Y,OBJECTID,NAME_OF_DISTRICT_COUNCIL_DISTRI,LOCATION_EN,ADDRESS_EN,NAME_OF_DISTRICT_COUNCIL_DIST_1,LOCATION_TC,ADDRESS_TC,NAME_OF_DISTRICT_COUNCIL_DIST_2,LOCATION_SC,ADDRESS_SC,STANDARD_BS1363_no,MEDIUM_IEC62196_no,MEDIUM_SAEJ1772_no,MEDIUM_OTHERS_no,QUICK_CHAdeMO_no,QUICK_CCS_DC_COMBO_no,QUICK_IEC62196_no,QUICK_GB_T20234_3_DC__no,QUICK_OTHERS_no,REMARK_FOR__OTHERS_,DATA_PATH
12713525.4201914,2538227.71439613,104,Southern,Opposite to Ma Hang Estate at Carmel Road,"Opposite to Ma Hang Estate at Carmel Road, Stanley, Hong Kong",南區,香港赤柱佳美道馬坑邨對面,香港赤柱佳美道馬坑邨對面,南区,香港赤柱佳美道马坑邨对面,香港赤柱佳美道马坑邨对面,0,3,0,0,0,0,0,0,0,-,-
12711756.5534827,2540869.12055111,105,Southern,Twin Brook,43 Repulse Bay Road,南區,雙溪,淺水灣道43號,南区,双溪,浅水湾道43号,0,1,0,0,0,0,0,0,0,-,-
12715272.1343214,2540040.11893301,106,Southern,Hong Kong International School (Secondary Section),1 Red Hill Road,南區,香港國際學校(中學部),紅山道1號,南区,香港国际学校(中学部),红山道1号,0,5,0,0,0,0,0,0,0,-,-
12712803.1793352,2540220.75675066,107,Southern,Hong Kong International School (Upper Primary School),6 South Bay Close,南區,香港國際學校(小學部),南灣坊6號,南区,香港国际学校(小学部),南湾坊6号,0,3,0,0,0,0,0,0,0,-,-
12712922.5138293,2540237.83446076,108,Southern,Hong Kong International School (Lower Primary School),23 South Bay Close,南區,香港國際學校(小學部),南灣坊23號,南区,香港国际学校(小学部),南湾坊23号,0,5,0,0,0,0,0,0,0,-,-
12707641.8511445,2540886.07864807,109,Southern,MARINA HABITAT,"YUET HOI STREET, SOUTHERN",南區,悅海華庭,南區 悅海街,南区,悦海华庭,南区 悦海街,0,5,0,0,0,0,0,0,0,-,-
12709937.7043226,2545295.16188204,110,Wan Chai,EAGLE HARBOUR PUBLIC CARPARK,"23 - 25 HARBOUR ROAD, Wan Chai District, Hong Kong",灣仔區,鷹港公眾停車埸,香港 灣仔區 港灣道23 - 25號,湾仔区,鹰港公众停车埸,香港 湾仔区 港湾道23 - 25号,2,0,0,0,0,0,0,0,0,-,-
12709532.5013761,2544525.36857028,111,Wan Chai,Hopewell Centre,"183 Queen’s Road East, Wan Chai, Hong Kong (Entrance on Kennedy Road)",灣仔區,合和中心,香港灣仔皇后大道東183號 (入口於堅尼地道),湾仔区,合和中心,香港湾仔皇后大道东183号 (入口于坚尼地道),0,6,0,4,0,7,0,0,13,Tesla Wall Connector,-
12709621.5569688,2544498.78312008,112,Wan Chai,Wu Chung House,"213 Queen's Road East, Wan Chai District, Hong Kong",灣仔區,胡忠大廈,香港 灣仔區 皇后大道東213號,湾仔区,胡忠大厦,香港 湾仔区 皇后大道东213号,9,0,0,0,0,0,0,0,0,-,-
12711310.4962831,2544387.50963278,113,Wan Chai,Olympic House A,"STADIUM PATH, WAN CHAI",灣仔區,奧運大樓 A,灣仔 大球場徑,湾仔区,奥运大楼 A,湾仔 大球场径,2,0,0,0,0,0,0,0,0,-,-
12710718.6105506,2545340.99691274,114,Wan Chai,Sino Plaza,"255-257 Gloucester Road, Causeway Bay",灣仔區,信和廣場,銅鑼灣告士打道255 – 257號,湾仔区,信和广场,铜锣湾告士打道255 – 257号,2,0,0,0,0,0,0,0,0,-,-
12710648.3679519,2544966.26010194,115,Wan Chai,Times Square Car Park,"1 Matheson Street, Times Square, Causeway Bay, Hong Kong",灣仔區,時代廣場停車場,香港銅鑼灣勿地臣街1號時代廣場,湾仔区,时代广场停车场,香港铜锣湾勿地臣街1号时代广场,16,2,0,0,0,0,0,0,0,-,-
12711758.0006361,2545522.65403701,116,Wan Chai,Tin Hau Car Park,"1 King's Road, Causeway Bay, Hong Kong'",灣仔區,天后停車場,香港銅鑼灣英皇道1號,湾仔区,天后停车场,香港铜锣湾英皇道1号,0,159,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12709515.3581746,2545259.67290206,117,Wan Chai,Convention Plaza Car Park (Harbour Road),"1 Harbour Road, Wanchai, Hong Kong",灣仔區,會展廣場停車場(港灣道),香港灣仔港灣道一號,湾仔区,会展广场停车场(港湾道),香港湾仔港湾道一号,3,0,0,3,0,0,0,0,0,-,-
12709763.600639,2545491.2548839,118,Wan Chai,Convention Plaza (Expo Drive Central Road) Carpark,"Expo Drive Central, Wan Chai",灣仔區,會展廣場(博覽道中)停車場,灣仔博覽道中,湾仔区,会展广场(博览道中)停车场,湾仔博览道中,2,0,0,0,0,12,0,0,0,-,-
12709763.823278,2545525.30071159,119,Wan Chai,HKCEC (Expo Drive Central) Car Park,"1 Expo Drive Central, Wanchai, Hong Kong",灣仔區,會展(博覽道中)停車場,香港灣仔博覽道中一號,湾仔区,会展(博览道中)停车场,香港湾仔博览道中一号,0,5,0,0,0,8,0,0,0,-,-
12709530.3863058,2545200.84557135,120,Wan Chai,SHUI ON CENTRE,"6-8, Harbour Road, Wanchai",灣仔區,瑞安中心,灣仔 港灣道 6-8號,湾仔区,瑞安中心,湾仔 港湾道 6-8号,0,10,0,0,0,0,0,0,1,-,-
12710993.0130954,2545007.28224804,121,Wan Chai,LEE GARDEN ONE CAR PARK,"33 HYSAN AVENUE, Wan Chai District, Hong Kong",灣仔區,利園一期停車場,香港 灣仔區 希慎道33號,湾仔区,利园一期停车场,香港 湾仔区 希慎道33号,0,0,0,33,0,0,0,0,3,Tesla Wall Connector / Supercharger,-
12711121.1418293,2544965.65860494,122,Wan Chai,Lee Garden Two Car Park,"28 YUN PING ROAD, Wan Chai District, Hong Kong",灣仔區,利園二期停車場,香港 灣仔區 恩平道28號,湾仔区,利园二期停车场,香港 湾仔区 恩平道28号,0,0,0,11,0,0,0,0,0,-,-
12711056.0199271,2544892.87762675,123,Wan Chai,Lee Garden Three Car Park,"1 Sunning Road, Causeway Bay, Hong Kong",灣仔區,利園三期停車場,香港 銅鑼灣 新寧道1號,湾仔区,利园三期停车场,香港 铜锣湾 新宁道1号,0,4,0,40,2,6,7,0,6,-,-
12710120.4909265,2545213.95839412,124,Wan Chai,SUN HUNG KAI CENTRE,"HARBOUR ROAD, WAN CHAI",灣仔區,新鴻基中心,灣仔 港灣道,湾仔区,新鸿基中心,湾仔 港湾道,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-
12710895.2745824,2545430.38159694,125,Wan Chai,World Trade Centre,"280 Gloucester Road, Causeway Bay",灣仔區,世界貿易中心,銅鑼灣告士打道280號,湾仔区,世界贸易中心,铜锣湾告士打道280号,1,2,0,0,0,0,1,0,0,-,-
12710415.2649381,2545165.597392,126,Wan Chai,Mira Moon Hotel,"388 Jaffe Rd, Wan Chai",灣仔區,問月酒店,灣仔謝斐道388號,湾仔区,问月酒店,湾仔谢斐道388号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-
12711202.961655,2545049.14659411,127,Wan Chai,Regal Hong Kong Hotel,"17, Irving Street, Causeway Bay",灣仔區,富豪香港酒店,銅鑼灣伊榮街17號,湾仔区,富豪香港酒店,铜锣湾伊荣街17号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-
12710804.5491974,2544907.4337972,128,Wan Chai,LEIGHTON CAR PARK,"77 LEIGHTON ROAD, Wan Chai District, Hong Kong",灣仔區,禮頓中心停車場,香港 灣仔區 禮頓道77號,湾仔区,礼顿中心停车场,香港 湾仔区 礼顿道77号,0,1,0,30,0,0,0,0,0,Tesla Wall Connector,-
12709747.6819519,2545175.82296543,129,Wan Chai,Central Plaza Wan Chai,"HARBOUR ROAD, WAN CHAI",灣仔區,中環廣場,灣仔 港灣道,湾仔区,中环广场,湾仔 港湾道,0,2,0,3,0,2,0,0,0,Tesla Wall Connector,-
12709940.1533514,2545268.81581856,130,Wan Chai,Harbour Centre,"23 Harbour Rd, Wan Chai",灣仔區,海港中心,灣仔港灣道23號,湾仔区,海港中心,湾仔港湾道23号,1,0,0,0,0,0,0,0,0,-,-
12709571.1292395,2544621.00436061,131,Wan Chai,Lee Tung Avenue Commerical Carpark,"200 Queen's Road East, Wan Chai, Hong Kong (Entrance on Spring Garden Lane)",灣仔區,利東街商場停車場,香港灣仔皇后大道東200號 (入口於春園街),湾仔区,利东街商场停车场,香港湾仔皇后大道东200号 (入口于春园街),10,8,0,14,0,0,0,0,0,-,-
12711174.3525459,2545230.19906035,132,Wan Chai,WINDSOR HOUSE,"GLOUCESTER ROAD, WAN CHAI",灣仔區,皇室大廈,灣仔 告士打道,湾仔区,皇室大厦,湾仔 告士打道,12,18,0,0,0,0,0,0,0,-,-
12709936.4798082,2545179.19139099,133,Wan Chai,CHINA RESOURCES BLDG,"HARBOUR ROAD, WAN CHAI",灣仔區,華潤大廈,灣仔 港灣道,湾仔区,华润大厦,湾仔 港湾道,0,0,0,4,0,0,0,0,0,Tesla Wall Connector,-
12710258.9723731,2544499.62519253,134,Wan Chai,The Emperor Hotel,"Hau Tak Ln, Wan Chai",灣仔區,英皇駿景酒店,灣仔厚德里,湾仔区,英皇骏景酒店,湾仔厚德里,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-
12711123.590858,2545184.60493347,135,Wan Chai,HANG LUNG CENTRE,"PATERSON STREET, WAN CHAI",灣仔區,恒隆中心,灣仔 百德新街,湾仔区,恒隆中心,湾仔 百德新街,0,3,0,0,0,0,0,0,1,Tesla Wall Connector,-
12712007.8015734,2542439.3202859,136,Wan Chai,Wong Nai Chung Gap Children Playground,"Tai Tam Reservoir Rd, Tai Tam",灣仔區,黃泥涌峽兒童遊樂場,大潭水塘道,湾仔区,黄泥涌峡儿童游乐场,大潭水塘道,0,3,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12711376.3974216,2544992.36509243,137,Wan Chai,ST. PAUL'S HOSPITAL,"TUNG LO WAN ROAD, WAN CHAI",灣仔區,聖保祿醫院,灣仔 銅鑼灣道,湾仔区,圣保禄医院,湾仔 铜锣湾道,0,2,0,0,0,0,0,0,0,-,-
12710146.8736458,2545079.22161966,138,Wan Chai,Capital Centre,"254. Jaffe Rd, Wan Chai",灣仔區,資本中心,灣仔謝斐道254號,湾仔区,资本中心,湾仔谢斐道254号,0,2,0,0,0,0,0,0,0,-,-
12709655.9546914,2544672.49152691,139,Wan Chai,The Avenue,"21-29 Spring Garden Ln, Wan Chai",灣仔區,囍匯,灣仔春園街21-29號,湾仔区,囍汇,湾仔春园街21-29号,4,5,0,7,0,0,0,0,0,-,-
12711159.3244146,2545324.63583758,140,Wan Chai,THE PARK LANE,"GLOUCESTER ROAD, WAN CHAI",灣仔區,柏寧酒店,灣仔 告士打道,湾仔区,柏宁酒店,湾仔 告士打道,0,0,0,0,0,2,0,0,0,-,-
12710839.0582396,2545164.87558704,141,Wan Chai,Hysan Place Car Park,"500 Hennessy Road, Wan Chai District, Hong Kong",灣仔區,希慎廣場停車場,香港 灣仔區 軒尼詩道500號,湾仔区,希慎广场停车场,香港 湾仔区 轩尼诗道500号,0,0,0,0,0,0,0,0,6,Tesla Wall Connector / Supercharger,-
12709659.0716372,2544922.11027933,142,Wan Chai,CHINA OVERSEAS BUILDING,"HENNESSY ROAD, WAN CHAI",灣仔區,中國海外大廈,灣仔 軒尼詩道,湾仔区,中国海外大厦,湾仔 轩尼诗道,0,13,0,0,1,1,0,0,0,-,-
12710772.6005036,2545370.35064629,143,Wan Chai,COFCO Tower,"GLOUCESTER ROAD, WAN CHAI",灣仔區,中糧大廈,灣仔 告士打道,湾仔区,中粮大厦,湾仔 告士打道,0,0,0,0,0,0,16,0,0,-,-
12711186.7090093,2545059.37209676,144,Wan Chai,No.68 Yee Wo Street 68,"68 Yee Wo St, Causeway Bay, Hong Kong",灣仔區,怡和街68號,銅鑼灣怡和街68號,湾仔区,怡和街68号,铜锣湾怡和街68号,0,6,0,0,0,0,3,0,0,-,-
12709887.6105518,2545165.47709117,145,Wan Chai,The St. Regis Hong Kong,"1 Harbour Dr, Wan Chai",灣仔區,香港瑞吉酒店,灣仔港灣徑1號,湾仔区,香港瑞吉酒店,湾仔港湾径1号,0,0,0,3,0,0,0,0,0,Tesla Wall Connector,-
12710219.5652733,2544909.719478,146,Wan Chai,C C WU BUILDING,"HENNESSY ROAD, WAN CHAI",灣仔區,集成中心,灣仔 軒尼詩道,湾仔区,集成中心,湾仔 轩尼诗道,0,12,0,0,0,0,0,0,0,-,-
12711480.3698261,2549013.8596678,147,Kowloon City,Sunshine Plaza,"17 Sung On Street, Hung Hom, Kowloon",九龍城區,陽光廣場,九龍紅磡崇安街17號,九龙城区,阳光广场,九龙红磡崇安街17号,1,0,0,0,0,0,0,0,0,-,-
12711668.2771265,2548187.58508151,148,Kowloon City,WHAMPOA PLAZA/WHAMPOA GARDEN SITE 8,"TAK ON STREET, KOWLOON CITY",九龍城區,黃埔花園黃埔廣場(8期),九龍城 德安街,九龙城区,黄埔花园黄埔广场(8期),九龙城 德安街,1,4,0,0,0,0,0,0,0,-,-
12711171.9035171,2548525.45392065,149,Kowloon City,Ka Wai Chuen,"Station Lane, Kowloon City",九龍城區,家維邨,九龍城 差館里,九龙城区,家维邨,九龙城 差馆里,1,2,0,0,0,0,0,0,0,-,-
12713122.8889127,2551214.80972272,150,Kowloon City,Tak Long Estate,"Tak Long Estate, Kowloon City, Kowloon",九龍城區,德朗,"德朗邨, 九龍城區, 九龍",九龙城区,德朗,"德朗邨, 九龙城区, 九龙",9,4,0,0,1,1,1,0,0,-,-
12713129.6794016,2551484.26241309,151,Kowloon City,Kai Ching Estate,"Kai Ching Estate, Kowloon City, Kowloon",九龍城區,啟晴,"啟晴邨, 九龍城區, 九龍",九龙城区,启晴,"启晴邨, 九龙城区, 九龙",16,3,0,0,0,0,3,0,0,-,-
12714138.7905857,2548323.79064809,152,Kowloon City,Kai Tak Cruise Terminal Car Park 1,SHING FUNG ROAD,九龍城區,啟德郵輪碼頭停車場 1,承豐道,九龙城区,启德邮轮码头停车场 1,承丰道,23,0,0,0,0,0,0,0,6,-,-
12710651.2622586,2547972.8108788,153,Yau Tsim Mong,Hung Hom Station Car Park,"8 Cheong Wan Road, Hung Hom, Kowloon",油尖旺區,紅磡站停車場,九龍紅磡暢運道8號,油尖旺区,红磡站停车场,九龙红磡畅运道8号,0,1,0,0,0,0,1,0,0,-,-
12711878.0030472,2551209.63492553,154,Kowloon City,Regal Oriental Hotel,"30 Sa Po Rd, Kowloon City",九龍城區,富豪東方酒店,九龍城沙浦道30號,九龙城区,富豪东方酒店,九龙城沙浦道30号,0,0,0,0,0,0,0,0,1,Tesla Wall Connector,-
12711109.1193243,2548445.07709951,155,Kowloon City,Hotel SAV,"2 Marsh St, Hung Hom",九龍城區,逸．酒店,紅磡孖庶街2號,九龙城区,逸．酒店,红磡孖庶街2号,0,0,0,0,0,0,0,0,2,Tesla Wall Connector,-
12711399.4405562,2547724.22971013,156,Kowloon City,Kerry Hotel Hong Kong,"HUNG LUEN ROAD, KOWLOON CITY",九龍城區,香港嘉里大酒店,九龍城 紅鸞道,九龙城区,香港嘉里大酒店,九龙城 红鸾道,0,0,0,6,0,0,0,0,0,Tesla Wall Connector,-
12711513.4317148,2548589.58719893,157,Kowloon City,HUNG HOM ESTATE,"Hung Hom Estate, Kowloon City, Kowloon",九龍城區,紅磡邨,"紅磡邨, 九龍城區, 九龍",九龙城区,红磡邨,"红磡邨, 九龙城区, 九龙",0,1,0,0,0,0,0,0,0,-,-
12712806.4076004,2551214.93006686,158,Kowloon City,Kai Long Court,MUK ON STREET,九龍城區,啟朗苑,沐安街,九龙城区,启朗苑,沐安街,4,0,0,0,0,0,0,0,0,-,-
12711487.4942735,2550104.31073257,159,Kowloon City,Jubilant Place,20 San Shan Road,九龍城區,欣榮花園,土瓜灣新山道20號,九龙城区,欣荣花园,土瓜湾新山道20号,0,4,0,0,0,0,0,0,0,-,-
12711752.545981,2548589.82784959,160,Kowloon City,The Laguna Mall,"8, LagunaVerde Ave",九龍城區,海逸坊,海逸豪園海逸道8號,九龙城区,海逸坊,海逸豪园海逸道8号,0,1,0,0,0,0,0,0,0,-,-
12712456.3078018,2551512.18272479,161,Kowloon City,Trade and Industry Tower Car Park,"No. 3 Concords Road, Kai Tak, Kowloon, Hong Kong",九龍城區,工業貿易大樓停車場,香港九龍啟德協調道3號,九龙城区,工业贸易大楼停车场,香港九龙启德协调道3号,0,20,0,0,0,0,0,0,0,-,https://ev-charger.epd.gov.hk/resource/ev_charger_avail/ev_charger_avail.json
12713665.1261524,2549474.24231255,162,Kowloon City,Hong Kong Children's Hospital,SHING CHEONG ROAD,九龍城區,香港兒童醫院,承昌道,九龙城区,香港儿童医院,承昌道,22,0,0,0,0,0,0,0,0,-,-
12711099.1005701,2549822.96710018,163,Kowloon City,Celestial Heights,"SHEUNG SHING STREET, KOWLOON CITY",九龍城區,半山壹號,九龍城 常盛街,九龙城区,半山壹号,九龙城 常盛街,7,3,0,0,0,0,4,0,0,-,-
12711254.1686208,2547881.1265929,164,Kowloon City,Harbour Place,"OI KING STREET, KOWLOON CITY",九龍城區,海濱南岸,九龍城 愛景街,九龙城区,海滨南岸,九龙城 爱景街,2,0,0,0,0,0,2,0,0,-,-
12710379.8653401,2548938.89526172,165,Kowloon City,Oi Man Car Park,"Oi Man Plaza, 60 Chung Hau Street, Ho Man Tin, Kowloon",九龍城區,愛民停車場,九龍何文田忠孝街60號愛民廣場,九龙城区,爱民停车场,九龙何文田忠孝街60号爱民广场,0,6,0,11,0,4,0,0,8,Tesla Wall Connector / Supercharger,-
12711755.1063293,2547861.15344211,166,Kowloon City,THE HARBOUR FRONT,"TAK FUNG STREET, KOWLOON CITY",九龍城區,海濱廣場,九龍城 德豐街,九龙城区,海滨广场,九龙城 德丰街,0,2,0,0,0,0,0,0,0,-,-
12710019.1901899,2551821.71618845,167,Sham Shui Po,Innocentre,"TAT CHEE AVENUE, SHAM SHUI PO",深水埗區,創新中心,深水埗達之路,深水埗区,创新中心,深水埗达之路,3,0,0,6,0,0,0,0,3,-,-
12712478.4603805,2551250.55197013,168,Kowloon City,Airside,"2, Concorde Rd, Kai Tak",九龍城區,Airside,新蒲崗協調道2號,九龙城区,Airside,新蒲岗协调道2号,0,256,0,0,0,13,0,0,9,-,-
12710273.7778653,2549458.47887172,169,Kowloon City,Jockey Club Campus of Hong Kong Metropolitan University,"LG1/F, 81 Chung Hau St, Ho Man Tin",九龍城區,香港都會大學賽馬會校園,何文田忠孝街81號,九龙城区,香港都会大学赛马会校园,何文田忠孝街81号,0,5,0,0,0,0,0,0,0,-,-
12710458.9021785,2549561.48299684,170,Kowloon City,Main Campus of Hong Kong Metropolitan University,"30, Good Shepherd St, Ho Man Tin",九龍城區,香港都會大學正校園,何文田牧愛街30號,九龙城区,香港都会大学正校园,何文田牧爱街30号,0,5,0,0,0,0,0,0,0,-,-
12710462.6870412,2549690.35937474,171,Kowloon City,The Jockey Club Institute of Healthcare of Hong Kong Metropolitan University,"5-11 Sheung Shing St, Quarry Hill",九龍城區,香港都會大學賽馬會健康護理學院,採石山常盛街5-11號,九龙城区,香港都会大学赛马会健康护理学院,采石山常盛街5-11号,0,5,0,0,0,0,0,0,0,-,-
12710788.1852323,2548036.22011976,172,Yau Tsim Mong,Fortune Metropolis P2,"6 Metropolis Dr, Hung Hom",油尖旺區,置富都會二期,紅磡都會道6號,油尖旺区,置富都会二期,红磡都会道6号,0,4,0,0,0,4,0,0,0,-,-
12712693.3069977,2551015.40066831,173,Kowloon City,Oasis Kai Tak,"MUK NING STREET, KOWLOON CITY",九龍城區,Oasis Kai Tak,沐寧街 九龍城,九龙城区,Oasis Kai Tak,沐宁街 九龙城,0,0,0,0,0,2,0,0,0,-,-
12710651.7075366,2549594.81507448,174,Kowloon City,One Homantin,"1 Sheung Foo St, Ho Man Tin",九龍城區,何文田1號,何文田常富街1號,九龙城区,何文田1号,何文田常富街1号,0,0,0,0,0,2,0,0,0,-,-
12711197.1730415,2548708.83002368,175,Kowloon City,Blissful Place,"8 Lee Kung St, Hung Hom",九龍城區,豐頤居,紅磡利工街8號,九龙城区,丰颐居,红磡利工街8号,0,10,0,0,0,0,0,0,0,-,-
12710426.9534847,2549505.76923859,176,Kowloon City,Cascades (comprising 4 blocks),"CHUNG HAU STREET, KOWLOON CITY",九龍城區,欣圖軒,九龍城 忠孝街,九龙城区,欣图轩,九龙城 忠孝街,0,2,0,0,0,0,0,0,0,-,-
12711150.3075358,2548929.02838246,177,Kowloon City,Chatham Gate,"CHATHAM ROAD NORTH, KOWLOON CITY",九龍城區,昇御門,九龍城 漆咸道北,九龙城区,升御门,九龙城 漆咸道北,0,0,0,0,0,0,0,0,6,Tesla Supercharger,-
12711405.4518087,2548445.43807239,178,Kowloon City,Hung Hom Car Park,"Hung Hom Estate Retail and Car Park, 9 Dyer Avenue, Hung Hom, Kowloon",九龍城區,紅磡停車場,九龍紅磡戴亞街9號紅磡邨商舖及停車場,九龙城区,红磡停车场,九龙红磡戴亚街9号红磡邨商铺及停车场,0,14,0,0,0,0,0,0,0,-,-
12711948.1343264,2549903.23017948,179,Kowloon City,GRAND WATERFRONT,"SAN MA TAU STREET, KOWLOON CITY",九龍城區,翔龍灣,九龍城 新碼頭街,九龙城区,翔龙湾,九龙城 新码头街,0,3,0,0,0,4,0,0,0,-,-
12710696.6806109,2549390.13068871,180,Kowloon City,Ho Man Tin Car Park,"Homantin Plaza, 80 Fat Kwong Street, Ho Man Tin, Kowloon",九龍城區,何文田停車場,九龍何文田佛光街80號何文田廣場,九龙城区,何文田停车场,九龙何文田佛光街80号何文田广场,0,15,0,0,0,0,0,0,0,-,-
12715594.5155668,2548937.57165563,181,Kwun Tong,Kwun Tong Plaza,HOI YUEN ROAD,觀塘區,觀塘廣場,開源道,观塘区,观塘广场,开源道,0,3,0,0,0,0,1,0,0,-,-
12713637.0736407,2549957.38089945,182,Kwun Tong,MegaBox,WANG CHIU ROAD,觀塘區,MegaBox,宏照道,观塘区,MegaBox,宏照道,0,3,0,0,0,10,15,0,0,-,-
12713726.4631918,2550105.03274967,183,Kwun Tong,Exchange Tower,"33 Wang Chiu Road, Kowloon Bay, Kowloon",觀塘區,國際交易中心,九龍九龍灣宏照道33號,观塘区,国际交易中心,九龙九龙湾宏照道33号,0,8,0,0,0,0,0,0,0,-,-
12715402.7120841,2548994.48681171,184,Kwun Tong,Futura Plaza,"Futura Plaza, 111-113 How Ming Street, Kwun Tong, KLN",觀塘區,富利廣場,九龍觀塘巧明街111-113號富利廣場,观塘区,富利广场,九龙观塘巧明街111-113号富利广场,1,0,0,0,0,0,0,0,0,-,-
12713275.2852956,2550737.77233236,185,Kwun Tong,Skyline Tower,WANG KWONG ROAD,觀塘區,宏天廣埸,宏光道,观塘区,宏天广埸,宏光道,9,0,0,47,0,0,0,0,6,-,-
12714841.5505311,2549147.54501668,186,Kwun Tong,Westin Centre,Hung To Road,觀塘區,威登中心,鴻圖道,观塘区,威登中心,鸿图道,1,0,0,0,0,0,0,0,0,-,-
